contest,ChatGPT (gpt-4o),Claude,gap
798,0.177847058,0.0788753868,0.0989716712
530,0.123959312,0.222821984,0.098862672
795,0.306514676,0.207810297,0.09870437899999998
841,0.2319133904,0.135376676,0.0965367144
766,0.264953196,0.16910709399999999,0.09584610200000002
672,0.204464586,0.1096725105,0.0947920755
816,0.17325763,0.0787944349,0.0944631951
709,0.2110836831,0.116622755,0.09446092810000001
813,0.18975780820000002,0.095587277,0.09417053120000002
571,0.28398963,0.1900644618,0.09392516819999999
598,0.191741154,0.09983929080000001,0.09190186319999999
552,0.10937364849999999,0.20085516,0.09148151150000002
697,0.154510018,0.245988241,0.091478223
782,0.16381867249999998,0.0723900494,0.09142862309999998
760,0.224683198,0.13384646520000001,0.09083673279999999
638,0.147415736,0.0572467786,0.0901689574
596,0.08708106435,0.17679363125,0.0897125669
894,0.267330662,0.177822275,0.089508387
683,0.1879422902,0.0988662008,0.0890760894
867,0.1397318512,0.0509324082,0.088799443
805,0.1969051924,0.1084405814,0.08846461100000001
572,0.060225815720000006,0.1483131316,0.08808731588
689,0.1483615006,0.235687466,0.08732596540000001
656,0.10123495667,0.013985208400000003,0.08724974827
794,0.0795039679,0.16611541205,0.08661144415
886,0.191876053,0.105667472,0.08620858099999999
859,0.0845287082,0.170107071,0.0855783628
637,0.07860856471199999,0.1637205772,0.085112012488
783,0.2031205052,0.1186412192,0.084479286
846,0.0821341892,0.16629039340000001,0.08415620420000001
623,0.272169137,0.1893198762,0.08284926080000002
768,0.1739456682,0.0913517127,0.08259395549999998
687,0.07765468653,0.159852945,0.08219825847
820,0.145487122,0.06343734200000001,0.08204977999999999
618,0.1261385018,0.20756361,0.08142510820000001
722,0.2118192132,0.13041065414,0.08140855906
870,0.142525296,0.223647011,0.08112171500000001
676,0.1726939657,0.091851763,0.0808422027
549,0.1515893775,0.0711017905,0.08048758700000001
531,0.0740440434,0.15452596264,0.08048191923999999
632,0.23410841,0.1536366558,0.0804717542
772,0.07999323204,0.158643212,0.07864997996
781,0.14672972,0.06876688780000001,0.0779628322
587,0.11067338880000001,0.18863164799999999,0.07795825919999998
751,0.0729346777,0.1508047552,0.0778700775
628,0.1780151512,0.254230349,0.07621519780000002
858,0.12231886559999999,0.19796834160000001,0.07564947600000002
579,0.18341205,0.1078064769,0.07560557309999999
685,0.1240992226,0.199664025,0.07556480239999999
626,0.0923424457,0.167667901,0.07532545530000001
512,0.1360508889,0.060784102,0.0752667869
839,0.2119649625,0.1377828638,0.0741820987
673,0.18256855389999999,0.256694352,0.07412579810000003
716,0.1348218577,0.0612680241,0.0735538336
688,0.097824707,0.171129053,0.073304346
740,0.1317523472,0.059076180340000006,0.07267616686
827,0.1065964845,0.03420329412,0.07239319038
568,0.11749982771999999,0.045427115680000005,0.07207271203999999
720,0.146746875,0.0751296156,0.0716172594
866,0.06870359922000001,0.1403006394,0.07159704018
511,0.10614659824,0.0351427334,0.07100386484
836,0.17682278099999998,0.247624267,0.07080148600000002
559,0.194167097,0.1236226726,0.07054442440000001
557,0.21174486,0.1412119,0.07053296
818,0.151566108,0.0822484528,0.06931765520000001
712,0.2077237548,0.1399954812,0.0677282736
876,0.1409886472,0.073813563,0.06717508420000001
865,0.177280701,0.1107212553,0.06655944570000001
713,0.0910497206,0.1575776192,0.0665278986
731,0.179815279,0.11329031914000001,0.06652495985999998
692,0.141984966,0.07551053220000001,0.06647443379999998
822,0.256365385,0.190072029,0.066293356
826,0.1467636504,0.212074072,0.0653104216
840,0.168676854,0.1043497714,0.06432708259999999
690,0.2130772634,0.1494962608,0.06358100259999999
609,0.0891456848,0.15251229,0.0633666052
668,0.178477453,0.1152483282,0.06322912480000001
786,0.214119819,0.151039904,0.06307991499999999
669,0.1628167847,0.1008796642,0.0619371205
881,0.1055336188,0.04407640460000001,0.0614572142
803,0.08448353,0.023413390399999998,0.061070139600000004
752,0.0991277389,0.1598975146,0.060769775700000014
755,0.212367849,0.1519940465,0.06037380249999999
874,0.0855059186,0.145287627,0.05978170840000001
800,0.1450301094,0.204286882,0.05925677260000001
715,0.12558779180000001,0.06657561748,0.05901217432000001
732,0.30119286,0.242193015,0.058999844999999995
892,0.1802024795,0.1220919571,0.05811052240000002
657,0.154554054,0.09716325192,0.05739080208
854,0.09538000953,0.15243422839999998,0.05705421886999998
671,0.13056328,0.0738244288,0.05673885120000001
633,0.137310619,0.08104540019999999,0.0562652188
873,0.1926087108,0.1367839762,0.05582473460000001
763,0.2543487759,0.198636706,0.055712069899999994
650,0.1438394533,0.08830995185,0.055529501450000004
540,0.1620074215,0.10754203579999999,0.05446538570000001
576,0.03451937007,0.0885292047,0.05400983463
634,0.1693784488,0.11545476119999999,0.053923687600000006
741,0.1874900756,0.24107521939999998,0.053585143799999985
784,0.098951081,0.1522838124,0.0533327314
655,0.0916363115,0.14494501270000001,0.05330870120000002
707,0.15161737190000002,0.0984410122,0.05317635970000002
625,0.1174376797,0.06429999,0.053137689700000004
849,0.150766864,0.2037966,0.053029735999999994
829,0.144355297,0.09140193544,0.052953361559999995
807,0.117871441,0.17038833566,0.05251689466000001
561,0.0909343063,0.1433040289,0.05236972259999999
563,0.11191121959999999,0.16348736,0.05157614040000001
641,0.13446914229999998,0.1854680522,0.05099890990000003
684,0.153637167,0.204303174,0.05066600700000001
872,0.1302577943,0.180143699,0.04988590469999998
621,0.122793839,0.1725213334,0.0497274944
776,0.207586615,0.1584495058,0.0491371092
620,0.10055834679999999,0.1496268672,0.049068520400000024
573,0.05980173812,0.108808176,0.04900643788
674,0.229927129,0.1813690138,0.0485581152
735,0.1884203972,0.236688087,0.048267689799999985
700,0.196739346,0.1487541306,0.0479852154
791,0.1592392662,0.11132800145,0.04791126475
523,0.173442001,0.1258325513,0.0476094497
856,0.1103113405,0.15782359280000002,0.04751225230000003
789,0.1672904304,0.1199365162,0.0473539142
577,0.117482006,0.1647768703,0.04729486429999999
515,0.225481852,0.1784301059,0.047051746100000014
654,0.235891922,0.189051984,0.046839938
570,0.0309887503,0.0775245937,0.046535843400000006
556,0.05966525760000001,0.106057524,0.04639226639999999
845,0.1639529012,0.118044968,0.0459079332
743,0.0829039228,0.037700738739999996,0.045203184060000005
738,0.26245527,0.2174576275,0.04499764250000002
554,0.1393300268,0.0944352534,0.044894773400000004
583,0.1320918142,0.0875550109,0.0445368033
593,0.1549004947,0.1103954496,0.0445050451
649,0.1669896307,0.21118484299999998,0.04419521229999998
533,0.167373144,0.211137572,0.043764427999999994
877,0.230504565,0.1867893064,0.0437152586
727,0.1287758812,0.1715071942,0.04273131299999999
869,0.11470169200000001,0.156581486,0.041879793999999984
773,0.0665850164,0.1083708604,0.041785844
725,0.17719943600000002,0.135544292,0.041655144000000005
888,0.0755194268,0.11703273972,0.04151331292
560,0.15364597643,0.11213290723,0.0415130692
739,0.1242593237,0.1654686158,0.0412092921
756,0.22320405,0.18206707,0.04113697999999999
631,0.1806592634,0.1397077185,0.0409515449
726,0.0622296687,0.103038434,0.0408087653
528,0.1741279404,0.1338253395,0.040302600899999985
610,0.2215837179,0.261738694,0.04015497609999999
821,0.1329211918,0.17221679410000001,0.03929560230000001
681,0.20107097,0.161960702953,0.03911026704699999
652,0.152138270083,0.1908765814,0.03873831131700001
574,0.1920385138,0.1534028047,0.0386357091
601,0.241831833,0.203624091,0.03820774199999999
524,0.0968347824,0.134057605,0.0372228226
744,0.0919991949,0.1290895361,0.037090341200000015
769,0.0600589951,0.0968477504,0.0367887553
636,0.1452460416,0.1819744956,0.03672845400000002
635,0.17857156899999999,0.14201542320000002,0.03655614579999997
857,0.16220595,0.125894316,0.03631163399999998
771,0.0768712928,0.113018888,0.03614759519999999
749,0.2653674883,0.229421887,0.03594560130000002
863,0.1630785777,0.127238877,0.035839700700000005
747,0.14969750015,0.113989165,0.03570833514999999
817,0.1188057504,0.154097785,0.035292034599999994
550,0.22119011260000002,0.186129348,0.035060764600000016
701,0.15388726419999998,0.188855533,0.03496826880000001
565,0.173857402,0.13981744999999998,0.03403995200000001
545,0.14049035599999998,0.1066817638,0.03380859219999999
708,0.0830188874,0.1166630566,0.03364416919999999
759,0.14962702020000002,0.1160285796,0.033598440600000015
698,0.160755925,0.1275048813,0.03325104369999998
808,0.1442835386,0.1771957095,0.03291217089999998
558,0.1255461608,0.158242598,0.03269643720000001
748,0.150375185,0.11777809069999999,0.032597094300000004
647,0.0928797947,0.1251244703,0.03224467560000001
510,0.03901461955,0.0068968182,0.032117801349999996
660,0.2124155801,0.2438154465,0.031399866400000004
615,0.2437017716,0.275063368,0.03136159639999997
580,0.306182332,0.2749439224,0.031238409600000017
532,0.07779409414,0.1088129608,0.03101886665999999
745,0.126682774,0.0956810463,0.031001727699999995
693,0.1732663294,0.2040872124,0.030820882999999993
734,0.203629772,0.23437942799999997,0.030749655999999986
600,0.21395333600000002,0.1837440095,0.030209326500000022
788,0.0977953926,0.0676413242,0.030154068399999998
567,0.15522861599999999,0.1251291944,0.03009942159999998
762,0.17866129120000002,0.148794677,0.02986661420000003
797,0.1387765056,0.168251802,0.029475296400000017
815,0.16022825699999999,0.1310282332,0.029200023799999975
824,0.070150954,0.099215677,0.029064723
613,0.1666614694,0.1376778942,0.0289835752
767,0.1178090313,0.1465544998,0.028745468499999982
679,0.253811272,0.2253645,0.02844677199999998
710,0.2042822243,0.175941134,0.02834109030000001
778,0.11367146839999999,0.0853371396,0.02833432879999999
729,0.1724775396,0.20071444,0.028236900399999987
541,0.1265716886,0.0983397118,0.028231976800000017
770,0.1171231156,0.0890224018,0.028100713799999996
882,0.25033893349999997,0.2223518604,0.02798707309999998
761,0.2349709008,0.2071513468,0.027819553999999996
513,0.1248468355,0.1524865202,0.0276396847
591,0.1866469176,0.214178982,0.0275320644
670,0.12006217479999999,0.09254671436,0.027515460439999986
825,0.196705729,0.22418971999999998,0.027483990999999985
806,0.2018738846,0.1744224156,0.027451469000000006
754,0.1325151226,0.1051010364,0.027414086200000007
714,0.1357926844,0.1628779232,0.027085238799999994
785,0.204396237,0.2308776706,0.026481433599999993
706,0.11192449804,0.1383380894,0.026413591360000002
542,0.1280377848,0.10226475339999999,0.025773031400000007
661,0.1071685639,0.08186444130000001,0.025304122599999992
536,0.2050141088,0.1799131986,0.02510091020000002
686,0.10217700760000001,0.077086297,0.02509071060000001
605,0.16969846367,0.1947495661,0.02505110243
704,0.0787628791,0.1033819376,0.0246190585
717,0.10136629379999999,0.1258117545,0.02444546070000002
539,0.1441120786,0.16800672512,0.023894646520000007
586,0.1430049604,0.1192246355,0.023780324899999997
831,0.1668943384,0.1433976194,0.023496719
730,0.24367136350000002,0.2202724714,0.023398892100000013
828,0.177278095,0.1540273859,0.02325070909999999
764,0.0621318728,0.0390942914,0.0230375814
885,0.11018079189999999,0.1331682248,0.02298743290000002
809,0.161922884,0.184756754,0.022833870000000006
590,0.262766529,0.2402648234,0.022501705600000033
812,0.2012674975,0.178986234,0.02228126350000001
804,0.0917782462,0.11398995751,0.022211711310000007
581,0.0970109912,0.119013542,0.022002550800000006
562,0.1961460716,0.217827598,0.021681526400000012
535,0.088506143,0.11007625859999999,0.021570115599999995
629,0.171803058,0.1928989532,0.021095895199999992
774,0.1149320794,0.093983872,0.020948207400000002
630,0.0910345967,0.11189631870000001,0.020861722000000013
604,0.209649129,0.189003359,0.02064576999999998
537,0.12382984759999999,0.103389904,0.020439943599999982
678,0.1433808333,0.1637033056,0.020322472299999977
675,0.150007702,0.1700921457,0.02008444370000001
664,0.20865336905999998,0.189475656,0.01917771305999999
544,0.132443323,0.1133619113,0.019081411699999995
594,0.175838279,0.1945933,0.01875502100000001
696,0.174045324,0.15547846440000002,0.018566859599999985
659,0.1153451855,0.0968918907,0.018453294800000006
643,0.17404493976500002,0.1556818704,0.018363069365000012
595,0.1561048754,0.1740914942,0.017986618799999993
651,0.1261913954,0.1437180975,0.017526702100000013
614,0.0997565438,0.117156255433,0.017399711632999998
646,0.1161243252,0.1333198236,0.017195498399999995
792,0.10697472200000001,0.1236899114,0.016715189399999997
527,0.1125920374,0.12906425870000002,0.01647222130000002
691,0.151151834,0.1348419735,0.016309860500000023
835,0.1340345197,0.1502605396,0.0162260199
639,0.1527473879,0.13654249984,0.016204888060000006
746,0.07632467130000001,0.0925241625,0.0161994912
522,0.1294077062,0.1133454698,0.0160622364
868,0.1182305946,0.133980202,0.01574960739999999
819,0.224715113,0.240185714,0.015470601
718,0.1208624239,0.10546623869999999,0.01539618520000001
682,0.1679038616,0.1832367075,0.015332845900000003
520,0.1617419388,0.146856852,0.014885086800000003
796,0.132629048,0.1472243858,0.014595337799999997
879,0.161819572,0.176309156,0.014489584
750,0.17672218879999999,0.1624313004,0.01429088839999998
893,0.163849132,0.17807989999999999,0.014230767999999977
811,0.166131789,0.180346597,0.014214807999999995
543,0.123881776,0.1379870206,0.014105244600000011
871,0.15069116400000002,0.164275185,0.013584020999999974
521,0.0989450476,0.085548654,0.0133963936
695,0.29259088,0.2792006248,0.013390255199999979
566,0.1440518938,0.15731054,0.013258646200000002
584,0.14688339350000001,0.159961623,0.013078229499999983
592,0.13156535817,0.1185409836,0.01302437457000001
861,0.114962131,0.1024211932,0.012540937799999999
838,0.08337782981999999,0.070929821084,0.01244800873599998
875,0.1817086764,0.1694158956,0.012292780799999986
547,0.10577842859999999,0.11805750379999999,0.012279075200000003
569,0.1534561702,0.165621567,0.012165396800000006
606,0.201196872,0.189155844,0.01204102800000001
832,0.1696112309,0.157719108,0.011892122899999996
860,0.239528068,0.2279069786,0.011621089400000006
802,0.178879773,0.167279503,0.011600269999999996
737,0.2152597154,0.2041420148,0.011117700600000002
680,0.1626311034,0.1516429306,0.010988172800000001
546,0.1665245988,0.156594413,0.009930185800000019
848,0.16774325639999998,0.1580390135,0.009704242899999993
733,0.17030480879999998,0.1799376336,0.009632824800000023
608,0.22535662086,0.2349712948,0.009614673940000013
516,0.0845039037,0.09410955364,0.009605649940000002
653,0.1640816162,0.154718471,0.009363145200000006
553,0.085423276,0.0938658845,0.00844260849999999
891,0.18358744600000002,0.17538461,0.008202836000000019
603,0.09334028894444445,0.10151573133333333,0.008175442388888884
551,0.1333450275,0.1256124475,0.007732579999999989
757,0.113554938,0.12109188824,0.007536950240000007
611,0.09620468794,0.1037234012,0.00751871325999999
883,0.1569038555,0.150055682,0.006848173499999999
578,0.0899755474,0.096468315,0.0064927676000000045
619,0.1722423588888889,0.16610923111111112,0.006133127777777775
728,0.10956339200000001,0.1156653248,0.006101932799999987
529,0.1102662422,0.1161775112,0.005911268999999997
627,0.1604925618,0.16625529149999999,0.005762729699999997
793,0.155106288,0.16073359,0.005627302000000001
658,0.13077887259999998,0.1252373336,0.005541538999999984
721,0.028058303234000003,0.023055405799999998,0.005002897434000005
582,0.1624030786,0.1575713846,0.0048316939999999975
702,0.22991642499999998,0.22522347799999998,0.004692947000000003
564,0.11231601212,0.1076812339,0.0046347782199999965
833,0.14651769646,0.151000187,0.004482490539999995
777,0.117385917,0.12152134299999999,0.004135425999999984
589,0.1576238235,0.1614184884,0.0037946648999999943
677,0.1774205284,0.173794141,0.0036263873999999863
599,0.1218195406,0.1250948741,0.003275333500000005
790,0.1264028638,0.129676547,0.003273683200000016
775,0.1654506622,0.1687214369,0.0032707747000000065
853,0.1493388253,0.1525039315,0.0031651061999999897
538,0.184875396,0.1876384224,0.002763026400000007
705,0.2565951937,0.25404476,0.002550433700000021
801,0.19164474,0.1937651556,0.0021204155999999807
703,0.1427405878,0.14471925840000002,0.00197867060000001
534,0.188028336,0.1896932188,0.001664882800000017
597,0.2313762584,0.2329584706,0.0015822121999999883
642,0.174382719,0.1728883395,0.0014943795000000037
851,0.0790487572,0.0780521251,9.966321000000056e-4
526,0.157683111,0.1567688732,9.142377999999951e-4
850,0.17882945,0.1784396384,3.898116000000118e-4
852,0.165348455,0.165721282,3.7282699999999225e-4
588,0.13676993240000002,0.13710866403,3.3873162999997763e-4
723,0.26088052959999997,0.261077803,1.972734000000309e-4
889,0.164270158,NA,NA
