contest,rank,caption,mean,precision,votes,not_funny,somewhat_funny,funny,has_question_mark,ends_with_punctuation,caption_length
532,20,My therapist was right. I do put too much pressure on people.,1.4645390070921986,0.0392609520093202,282,177,79,26,False,True,61
532,21,"I was wrong, being ALONE on a deserted island isn't the worst thing that can happen!",1.4626334519572954,0.0412467205711474,281,183,66,32,False,True,84
532,22,"I guess now, I'm a killer whale.",1.4607142857142856,0.0416578880372644,280,184,63,33,False,True,32
532,23,... Polo!,1.456273764258555,0.0439744525671341,263,177,52,34,False,True,9
532,24,"Moby, stop being such a dick!",1.4528985507246377,0.0436158341688278,276,189,49,38,False,True,29
532,25,I vote you off the island.,1.4485294117647058,0.0388542305811811,272,172,78,22,False,True,26
532,26,I just had lunch and can't go back in the water for at least an hour.,1.445692883895131,0.0404075411122041,267,173,69,25,False,True,69
532,27,Does this island make me look fat?,1.4452830188679244,0.0409745147636202,265,173,66,26,True,True,34
532,28,Looks like my sonar worked about as well as your GPS.,1.4452830188679244,0.0430167112496418,265,179,54,32,False,True,53
532,29,NOW it's a deserted island,1.4452830188679244,0.0446472425679253,265,184,44,37,False,False,26
532,30,"Look, I'm not thrilled about it either.",1.441509433962264,0.0402506789494911,265,172,69,24,False,True,39
532,31,It looked bigger underwater.,1.4384615384615385,0.0415069895845102,260,172,62,26,False,True,28
532,32,"Jeff survived for 209 days on the island, but in the end, it was a fluke accident that did him in.",1.4384615384615385,0.0425667742901518,260,175,56,29,False,True,98
532,33,"The good news is, you're not alone anymore!",1.437984496124031,0.0428080631168786,258,174,55,29,False,True,43
532,34,"Sorry. I thought it said ""Kelp.""",1.4357976653696498,0.0443127820314285,257,178,46,33,False,False,32
532,35,I'm sorry. I was texting.,1.43359375,0.0423119929209775,256,172,57,27,False,True,25
532,36,I know I know - don't text and swim.,1.43359375,0.0423119929209775,256,172,57,27,False,True,36
532,37,It's mostly water weight.,1.43359375,0.0396969011464513,256,165,71,20,False,True,25
532,38,"What part of ""catch and release"" didn't you understand?",1.4330708661417322,0.0436361602362733,254,174,50,30,True,True,55
532,39,You sure I'm not imposing?,1.4308300395256917,0.0411652543803517,253,167,63,23,True,True,26
532,40,He thought nothing could compare to the crushing weight of isolation.,1.4308300395256917,0.0437511753477318,253,174,49,30,False,True,69
532,41,Your photo on Airbnb made it look so much larger.,1.4308300395256917,0.0419203692895594,253,169,59,25,False,True,49
532,42,Me! What are YOU doing here?,1.4285714285714286,0.0393044659547399,252,162,72,18,True,True,28
532,43,It looked a lot bigger on AirBnB.,1.4285714285714286,0.042771684860132,252,171,54,27,False,True,33
532,44,"Frankly, I'll be happy to see rising sea levels.",1.4260089686098654,0.0459504518652896,223,153,45,25,False,True,48
532,45,"Well, it's not like they call me Moby Nice Guy.",1.42570281124498,0.0456835317093541,249,177,38,34,False,True,47
532,46,"Stop whining, I can't breathe either.",1.42570281124498,0.0438753574864,249,172,48,29,False,True,37
532,47,I've just voted you off the island.,1.4256198347107438,0.0436576469975968,242,165,51,26,False,True,35
532,48,"I know, I know. I shouldn't have been texting.",1.4233870967741935,0.0436185579989963,248,171,49,28,False,True,46
532,49,Yeah? It's not exactly a day at the beach for me either buddy.,1.4233870967741935,0.0420948827107227,248,167,57,24,True,True,62
532,50,"Okay, we'll try it with you on top.",1.4233870967741935,0.0424809252877109,248,168,55,25,False,True,35
532,51,Call him Squishmael.,1.4227642276422765,0.0431143117149142,246,168,52,26,False,True,20
532,52,That's right. My last name is Dick and I'm a sperm whale. Still think its funny?,1.4227642276422765,0.0434974468211667,246,169,50,27,True,True,80
532,53,"After years of practice, Harold finally perfected the whale call.",1.4227642276422765,0.0438772365272663,246,170,48,28,False,True,65
532,54,I think last night was a mistake.,1.420408163265306,0.0420489684073582,245,165,57,23,False,True,33
532,55,Relax. This could make a great novel.,1.4173553719008265,0.0415829713219372,242,162,59,21,False,True,37
532,56,You're it.,1.4173553719008265,0.0407499539920204,242,160,63,19,False,True,10
532,57,"When you asked me the one thing I'd bring to a desert island and I said ""Moby Dick,"" I meant the book.",1.4149377593360997,0.0437098410957612,241,167,48,26,False,True,102
532,58,I guess now I'll call you Squishmael.,1.4142259414225942,0.0443716273884326,239,167,45,27,False,True,37
532,59,"On the bright side, you still have two wishes left",1.4142259414225942,0.0439736376637204,239,166,47,26,False,False,50
532,60,And you thought things couldn't get worse.,1.411764705882353,0.0416070506725184,238,160,58,20,False,True,42
532,61,"Give a man a fish, you feed him for a day. Teach a man to fish -- and this can happen.",1.411764705882353,0.0424506903052421,238,162,54,22,False,True,86
532,62,You can't breathe? I can't breathe!,1.4085106382978725,0.0397260528932357,235,154,66,15,True,True,35
532,63,"Lube, Oil, Filter. You're good for another 10,000 miles.",1.405982905982906,0.0445956082565501,234,165,43,26,False,True,56
532,64,Think we can settle this without insurance?,1.405982905982906,0.0398153416975994,234,154,65,15,True,True,43
532,65,Everything changed when the relationship became physical.,1.405982905982906,0.0437653218374988,234,163,47,24,False,True,57
532,66,"Well frankly, it’s not that comfortable for me either.",1.405982905982906,0.0424894819360286,234,160,53,21,False,True,54
532,67,Marco...,1.4051724137931034,0.0436080332844763,232,161,48,23,False,True,8
532,68,"And in an instant, the fine art of whale calling was lost forever.",1.4051724137931034,0.0456974351700532,232,166,38,28,False,True,66
532,69,Sorry. You're right...I shouldn't text and swim.,1.4051724137931034,0.0431780217715419,232,160,50,22,False,True,48
532,70,"Sorry, I was texting while swimming.",1.4051724137931034,0.0436080332844763,232,161,48,23,False,True,36
532,71,Try lifting with your legs.,1.4025974025974026,0.0432881610733294,231,160,49,22,False,True,27
532,72,"If a guy named Ahab shows up, you haven't seen me.",1.4025974025974026,0.04372080059897,231,161,47,23,False,True,50
532,73,Don't make me tell you again: 'humpback' is derogatory.,1.4025974025974026,0.0432881610733294,231,160,49,22,False,True,55
532,74,"Listen, if a guy with a peg leg comes by looking for me, remember - I was never here.",1.4,0.0416117288602086,230,156,56,18,False,True,85
532,75,I told you the hammock wouldn't hold us both.,1.4,0.0411529306186095,230,155,58,17,False,True,45
532,76,"I'm like the elephant in the room. Only I'm a whale, and this is an island.",1.3973799126637554,0.0448100145951896,229,163,41,25,False,True,75
532,77,Recalculating . . .,1.3973799126637554,0.0452354150907675,229,164,39,26,False,True,19
532,78,I decided I'd rather be a big fish on a small island.,1.39647577092511,0.041958314878621,227,155,54,18,False,True,53
532,79,This timeshare isn’t working out.,1.3963963963963963,0.0430950472472961,222,153,50,19,False,True,33
532,80,Now I can call you Squishmael.,1.3955555555555557,0.0444979836255218,225,159,43,23,False,True,30
532,81,"1 down, 7.4 billion to go.",1.3955555555555557,0.0449416631470148,225,160,41,24,False,True,26
532,82,"It gets worse. Why do you think they call us ""sperm whales?""",1.390134529147982,0.0456260172020995,223,161,37,25,True,False,60
532,83,"Crowded beach, no nightlife, lumpy bed--one star.",1.390134529147982,0.0428875108218854,223,155,49,19,False,True,49
532,84,That's the last time I try to text and migrate at the same time!,1.3893805309734513,0.0460290433033381,226,165,34,27,False,True,64
532,85,"I thought you said, ""Kelp!""",1.3891402714932126,0.043151731343801,221,154,48,19,False,False,27
532,86,"It looked bigger on Airbnb, right?",1.3891402714932126,0.0454725037163392,221,159,38,24,True,True,34
532,87,"Having fallen overboard from a Greenpeace anti-whaling ship, Tom was eventually recovered from what would later be known as Irony Island.",1.3883928571428572,0.045893555083843,224,163,35,26,False,True,137
532,88,I got your message. How can I help?,1.3866666666666667,0.0444007721940573,225,161,41,23,True,True,35
532,89,Stop your blubbering.,1.3863636363636365,0.0446747135561263,220,157,41,22,False,True,21
532,90,This just in: Beached whale annihilates entire population of South Pacific island.,1.3863636363636365,0.0442076806777603,220,156,43,21,False,True,82
532,91,"Okay Bill, you can reach the coconuts now. Bill?",1.3863636363636365,0.0451369142912655,220,158,39,23,True,True,48
532,92,"Lucas orders Moby Dick from Amazon but neglects to check the ""book"" box.",1.3863636363636365,0.0460473998458899,220,160,35,25,False,True,72
532,93,I guess I just discovered the Isle of Man.,1.385321100917431,0.0420465915006723,218,150,52,16,False,True,42
532,94,Worst. Beach. Ever.,1.385321100917431,0.0444893867405772,218,155,42,21,False,True,19
532,95,You're the one who wanted to go whale watching. CAN YOU SEE ME NOW?,1.385321100917431,0.0435287222677321,218,153,46,19,True,True,67
532,96,Maybe Twister isn't the best choice for game night...,1.385321100917431,0.0435287222677321,218,153,46,19,False,True,53
532,97,I am NOT a fish out of water.,1.385321100917431,0.0420465915006723,218,150,52,16,False,True,29
532,98,"Ooh, that tickles, is your phone on vibrate?",1.385321100917431,0.0425463722539309,218,151,50,17,True,True,44
532,99,It's not deserted anymore!,1.385321100917431,0.0440116756941496,218,154,44,20,False,True,26
532,100,It looked bigger on airbnb.,1.385321100917431,0.0435287222677321,218,153,46,19,False,True,27
532,101,"Sit tight, high tide is only a few hours away.",1.3835616438356164,0.0408788762711736,219,149,56,14,False,True,46
532,102,That's not my blowhole.,1.3835616438356164,0.0433652130353402,219,154,46,19,False,True,23
532,103,You are getting way too big to be a lap whale.,1.3835616438356164,0.0428794807141963,219,153,48,18,False,True,46
532,104,Peter thought he had cheated death after the plane crash. Death doesn't like cheaters.,1.3835616438356164,0.045716527405381,219,159,36,24,False,True,86
532,105,"Ok, on three.",1.3824884792626728,0.045550775967812,217,157,37,23,False,True,13
532,106,"OK, you were right, I can't clear the palm tree.",1.3824884792626728,0.0416355378397462,217,149,53,15,False,True,48
532,107,The Orcas were right. White whales can't jump.,1.3824884792626728,0.0469348632020391,217,160,31,26,False,True,46
532,108,"You never call me, Ishmael.",1.3824884792626728,0.0436370897429855,217,153,45,19,False,True,27
532,109,"Yeah, well, you're not my first choice either.",1.3824884792626728,0.0431454076783296,217,152,47,18,False,True,46
532,110,"Lord, not to seem ungrateful, but a flounder or a mackerel would have sufficed.",1.3824884792626728,0.0436370897429855,217,153,45,19,False,True,79
532,111,Help is on the way. I'm wearing a tracking device.,1.3796296296296295,0.0401521574066618,216,146,58,12,False,True,50
532,112,Sorry. I thought I had the time share this week.,1.3796296296296295,0.0461409970638089,216,158,34,24,False,True,48
532,113,"Tell me honestly, does this island make me look fat?",1.3785046728971964,0.0430153040876331,214,150,47,17,True,True,52
532,114,We need to discuss boundaries.,1.3785046728971964,0.0440235201194715,214,152,43,19,False,True,30
532,115,Marine biologists don't understand why we do it and frankly neither do I.,1.3778801843317972,0.0405347598218428,217,148,56,13,False,True,73
532,116,I identify as a land mammal.,1.375586854460094,0.0446323977244824,213,153,40,20,False,True,28
532,117,Don't complain. You have plenty of leg room.,1.375586854460094,0.0420784554539897,213,148,50,15,False,True,44
532,118,"Sorry, I thought those stones spelled ""KELP"".",1.375586854460094,0.0446323977244824,213,153,40,20,False,True,45
532,119,Can I call you Squishmael?,1.375586854460094,0.0441334343099173,213,152,42,19,True,True,26
532,120,"I don't know if anyone has ever told you this, but you're a really good listener.",1.375586854460094,0.0426014942935338,213,149,48,16,False,True,81
532,121,About 12 metric tons. Why do you ask?,1.3744292237442923,0.0432481617515534,219,156,44,19,True,True,37
532,122,Stuck the landing!,1.3744075829383886,0.0433899256210973,211,149,45,17,False,True,18
532,123,"Don't worry, high tide's in six hours.",1.3744075829383886,0.0407063011739791,211,144,55,12,False,True,38
532,124,"Go island hopping, she says, it’ll be fun, she says",1.3714285714285714,0.0445295326284967,210,151,40,19,False,False,51
532,125,"Ok, big push on three....",1.3714285714285714,0.0450382919606578,210,152,38,20,False,True,25
532,126,My travel agent warned me the island would be overbooked.,1.3714285714285714,0.0424335410922534,210,147,48,15,False,True,57
532,127,One of us should swim for help.,1.3701923076923077,0.0442995341408354,208,149,41,18,False,True,31
532,128,Hold on! Just six hours 'til high tide.,1.3701923076923077,0.0410334244811362,208,143,53,12,False,True,39
532,129,I'd say it's more of a whaled beach.,1.3701923076923077,0.0463492530546681,208,153,33,22,False,True,36
532,130,I was texting.,1.3701923076923077,0.0448207525427976,208,150,39,19,False,True,14
532,131,You're so hungry you could eat a what?!,1.368421052631579,0.0441226320151906,209,150,41,18,True,True,39
532,132,That'll be $22.00 for the pizza less $1.50 for the anchovies which I ate.,1.3671497584541064,0.0422438893038504,207,145,48,14,False,True,73
532,133,We're going to need a bigger island.,1.3671497584541064,0.0459658676684533,207,152,34,21,False,True,36
532,134,You're right. I couldn't clear the tree.,1.3671497584541064,0.0422438893038504,207,145,48,14,False,True,40
532,135,But there are sharks in there!,1.3671497584541064,0.0459658676684533,207,152,34,21,False,True,30
532,136,I could have sworn I heard somebody yelling for help.,1.3671497584541064,0.044408947799487,207,149,40,18,False,True,53
532,137,"Sorry, but Shark Week scares the hell out of me.",1.3671497584541064,0.0433399401717026,207,147,44,16,False,True,48
532,138,We prefer to think of it as a whaled beach.,1.364077669902913,0.0439830157835509,206,148,41,17,False,True,43
532,139,Am I the first to arrive?,1.364077669902913,0.0445181465732124,206,149,39,18,True,True,25
532,140,"If you were wishing for the novel, you should have been more specific.",1.364077669902913,0.0471026948146677,206,154,29,23,False,True,70
532,141,You're right. It probably does hurt you more than it hurts me.,1.364077669902913,0.0434412934949933,206,147,43,16,False,True,62
532,142,Clean up on Isle 1.,1.364077669902913,0.0423370592592621,206,145,47,14,False,True,19
532,143,I bet you were more worried about lightning.,1.364077669902913,0.0439830157835509,206,148,41,17,False,True,44
532,144,Sorry! Just island hopping.,1.364077669902913,0.0439830157835509,206,148,41,17,False,True,27
532,145,Sorry. I cleared it last time.,1.364077669902913,0.0423370592592621,206,145,47,14,False,True,30
532,146,I said the BOOK I wanted on a desert island was Moby Dick.,1.3627450980392155,0.0448111351465054,204,148,38,18,False,True,58
532,147,It doesn't really matter who was here first.,1.3627450980392155,0.0402700433571929,204,140,54,10,False,True,44
532,148,My bad,1.3627450980392155,0.0437201037605851,204,146,42,16,False,False,6
532,149,Next time we pick coconuts you better stand on MY back.,1.360655737704918,0.0471988175340557,183,133,34,16,False,True,55
532,150,Could you push me back in?,1.3596059113300492,0.0432625390223882,203,145,43,15,True,True,26
532,151,This spot taken?,1.3582089552238803,0.0435401556591487,201,144,42,15,True,True,16
532,152,It looked bigger in the brochure.,1.3582089552238803,0.0417910447761194,201,141,48,12,False,True,33
532,153,Hang in there - Just a few hours until high tide.,1.3582089552238803,0.0387005840340187,201,136,58,7,False,True,49
532,154,"Look, buddy - we're BOTH having a bad day...",1.3582089552238803,0.0452216639031137,201,147,36,18,False,True,44
532,155,"Did you call me, Ishmael?",1.3564356435643563,0.0455758122680504,202,149,34,19,True,True,25
532,156,"Life's a beach, and then you die.",1.3564356435643563,0.0444818766406563,202,147,38,17,False,True,33
532,157,"Relax, I'm a vegetarian.",1.3564356435643563,0.0433603509563351,202,145,42,15,False,True,24
532,158,Sorry there was a Pokemon in your palm tree.,1.355,0.0424722788694203,200,142,45,13,False,True,44
532,159,You're right--this island does make me look fat.,1.355,0.0447761040900996,200,146,37,17,False,True,48
532,160,What's our safe word again?,1.355,0.0430597924825842,200,143,43,14,True,True,27
532,161,The brochure read: Private island paradise with unbelievable marine wildlife encounters.,1.355,0.0453337705664204,200,147,35,18,False,True,88
532,162,I hate these layovers as much as you.,1.355,0.0453337705664204,200,147,35,18,False,True,37
532,163,Ahab was crushed by Moby's initial display of friendship.,1.355,0.0430597924825842,200,143,43,14,False,True,57
532,164,"Really stuck that landing, didn't I . . . ?",1.355,0.0436393971650001,200,144,41,15,True,True,43
532,165,"Okay you win, call me Squishmael!",1.355,0.0469670578449732,200,150,29,21,False,True,33
532,166,Next time hold the hoop higher...,1.355,0.0430597924825842,200,143,43,14,False,True,33
532,167,Stop blubbering.,1.355,0.0442114039723466,200,145,39,16,False,True,16
532,168,We're gonna need a bigger island.,1.3535353535353536,0.0433356776585122,198,142,42,14,False,True,33
532,169,I got your note in the bottle. How can I help?,1.3535353535353536,0.0383117169352687,198,134,58,6,True,True,46
532,170,Now do my back.,1.3535353535353536,0.0450755304679861,198,145,36,17,False,True,15
532,171,Harold regretted that he had jerked the fishing line so hard.,1.3535353535353536,0.045640745063152,198,146,34,18,False,True,61
532,172,This is what happens when you buy a whale watching tour on Groupon.,1.3535353535353536,0.0439232867744635,198,143,40,15,False,True,67
532,173,"Tell the truth, does this island make me look fat?",1.3535353535353536,0.0445031379120737,198,144,38,16,True,True,50
532,174,Maybe YOU should get on MY back and I'LL try to swim us out of here.,1.3535353535353536,0.0467506784530258,198,148,30,20,False,True,68
532,175,"No whale is an island, either.",1.3517587939698492,0.0460006213563695,199,148,32,19,False,True,30
532,176,Right! Objects may be closer than they appear.,1.350253807106599,0.0428306926202892,197,141,43,13,False,True,46
532,177,That’s it…you’re voted off the island!,1.350253807106599,0.0440234365732735,197,143,39,15,False,True,38
532,178,Your prayers ARE being answered. The loaves will arrive tomorrow.,1.350253807106599,0.0428306926202892,197,141,43,13,False,True,65
532,179,"Of all the sand bars in all the oceans in all the world, he walks into mine.",1.346938775510204,0.045293439232426,196,145,34,17,False,True,76
532,180,"Now you have to say ""Marco""...",1.346938775510204,0.045293439232426,196,145,34,17,False,True,30
532,181,"Your message in a bottle said, 'Single man looking for a whale of a time.'",1.346938775510204,0.0441229916255355,196,143,38,15,False,False,74
532,182,"Lift with your legs, not your back.",1.346938775510204,0.0410511299625369,196,138,48,10,False,True,35
532,183,I'm beaching myself for reasons that science has been unable to adequately explain. What the hell are *you* doing?,1.346938775510204,0.045293439232426,196,145,34,17,True,True,114
532,184,Ishmael?,1.346938775510204,0.045293439232426,196,145,34,17,True,True,8
532,185,Dry hump?,1.346938775510204,0.0458674640814015,196,146,32,18,True,True,9
532,186,It'll seem funnier when you tell it later,1.3467336683417086,0.0418699553967543,199,142,45,12,False,False,41
532,187,"If it's any consolation, I'm uncomfortable too.",1.345360824742268,0.0438093267557473,194,141,39,14,False,True,47
532,188,..you awake?,1.345360824742268,0.0444147842592363,194,142,37,15,True,True,12
532,189,"Sorry, I was playing Pokémon Go.",1.345360824742268,0.0467582812002878,194,146,29,19,False,True,32
532,190,"I'm also under a lot of pressure, OK?",1.345360824742268,0.0425725875509875,194,139,43,12,True,True,37
532,191,Why don't we try with you on top...,1.345360824742268,0.0456015894547531,194,144,33,17,False,True,35
532,192,While you're under there could you check my oil?,1.345360824742268,0.0461835567145117,194,145,31,18,True,True,48
532,193,Sometimes you’re a little hard to swallow.,1.345360824742268,0.0456015894547531,194,144,33,17,False,True,42
532,194,Good news... the tide's coming in.,1.345360824742268,0.0444147842592363,194,142,37,15,False,True,34
532,195,Call me Squish-mael...,1.3451776649746192,0.0484205947206749,197,152,22,23,False,True,22
532,196,It looked a lot bigger in the Airbnb photo.,1.3451776649746192,0.0433402546700041,197,143,40,14,False,True,43
532,197,"Now, in game theory, they would refer to this as the lose-lose scenario.",1.3451776649746192,0.0456680101343982,197,147,32,18,False,True,72
532,198,Okay push on three...,1.3451776649746192,0.0421281727288696,197,141,44,12,False,True,21
532,199,Bob misunderstood his realtor when he recommended a flat in Wales.,1.3451776649746192,0.0450973367389009,197,146,34,17,False,True,66
532,200,"It took forever to get the message out of the bottle, but I came as fast as I could.",1.3451776649746192,0.0427385108089548,197,142,42,13,False,True,84
532,201,I thought I heard someone say KELP!,1.3451776649746192,0.0450973367389009,197,146,34,17,False,True,35
532,202,"Casablanca, Free Willy and Beaches. What are yours?",1.3451776649746192,0.0421281727288696,197,141,44,12,True,True,51
532,203,"If you're not too busy I'd like to talk to you about our lord and savior, Poseidon.",1.3451776649746192,0.0456680101343982,197,147,32,18,False,True,83
532,204,I hate layovers.,1.3451776649746192,0.0439337574486235,197,144,38,15,False,True,16
532,205,"I can't define irony, but I know it when I see it.",1.3434343434343434,0.0425578332394523,198,143,42,13,False,True,50
532,206,You're in my spot.,1.3434343434343434,0.0437460569187168,198,145,38,15,False,True,18
532,207,At least you're out of the sun.,1.3419689119170986,0.043285703056484,193,140,40,13,False,True,31
532,208,"Sorry, it looked bigger on the Airbnb website.",1.3419689119170986,0.0426577041452723,193,139,42,12,False,True,46
532,209,Photobomb!,1.3419689119170986,0.0420203207602827,193,138,44,11,False,True,10
532,210,I just needed a hug.,1.3419689119170986,0.0457115035159448,193,144,32,17,False,True,20
532,211,If this is high tide we're both going to have a bad day,1.3419689119170986,0.0420203207602827,193,138,44,11,False,False,55
532,212,"Hug a tree. Save a whale. Blah, blah blah.",1.3419689119170986,0.043285703056484,193,140,40,13,False,True,42
532,213,Not until you take the hook out.,1.3419689119170986,0.0439047201931938,193,141,38,14,False,True,32
532,214,"""Whales love me. I have the best whales."" -Donald Trump from underneath a whale",1.3419689119170986,0.0439047201931938,193,141,38,14,False,False,79
532,215,Sorry about your tree.,1.3419689119170986,0.0400473502038705,193,135,50,8,False,True,22
532,216,"This is no day at the beach for me, either.",1.3403141361256543,0.0466217760432642,191,144,29,18,False,True,43
532,217,We never go anywhere.,1.3368421052631578,0.0455304162546395,190,142,32,16,False,True,21
532,218,Who is so hungry he could eat a whale now?,1.3368421052631578,0.0449146302643564,190,141,34,15,True,True,42
532,219,Sorry. I just ate and need to wait 30 minutes.,1.3368421052631578,0.043014411935689,190,138,40,12,False,True,46
532,220,It's hump day.,1.3368421052631578,0.043014411935689,190,138,40,12,False,True,14
532,221,Be careful what you fish for.,1.3351063829787233,0.0398713291554275,188,132,49,7,False,True,29
532,222,I heard this place used to be called Florida.,1.3351063829787233,0.043943812411195,188,138,37,13,False,True,45
532,223,"Yeah, but I identify as a seagull.",1.3351063829787233,0.043943812411195,188,138,37,13,False,True,34
532,224,"Curse you, Googlemaps!",1.3351063829787233,0.0445864098427455,188,139,35,14,False,True,22
532,225,Sorry-- looking for a pokemon.,1.3351063829787233,0.0464609063941955,188,142,29,17,False,True,30
532,226,"When you told that genie that you wanted to be on a desert island with a copy of Moby Dick, you probably should have been more specific.",1.3351063829787233,0.0445864098427455,188,139,35,14,False,True,136
532,227,"Stu, let me call you back. I'm in the middle of something.",1.3333333333333333,0.0443853034409422,189,140,35,14,False,True,58
532,228,It used to be called the Isle of Man.,1.3315508021390374,0.0446827218814585,187,139,34,14,False,True,37
532,229,High tide's only 4 hours away,1.3315508021390374,0.0406391387350927,187,133,46,8,False,False,29
532,230,Double twist. Nailed it.,1.3315508021390374,0.0446827218814585,187,139,34,14,False,True,24
532,231,Next time you hug the trees and I'll save the whales,1.3315508021390374,0.0446827218814585,187,139,34,14,False,False,52
532,232,Well this is awkward. From behind you looked like my wife.,1.3315508021390374,0.0465730464275057,187,142,28,17,False,True,58
532,233,Oops..sorry I was just out island hopping.,1.3315508021390374,0.0440345844589018,187,138,36,13,False,True,42
532,234,I don't suppose you could give me a push?,1.3315508021390374,0.0406391387350927,187,133,46,8,True,True,41
532,235,Go ahead. Try to throw me back.,1.3315508021390374,0.0420302463669359,187,135,42,10,False,True,31
532,236,Welcome to the island of My Orca.,1.3315508021390374,0.047791742655754,187,144,24,19,False,True,33
532,237,Guess who got voted off the island.,1.3297297297297297,0.0436598614782887,185,136,37,12,False,True,35
532,238,Stop whining. I am stranded too.,1.3297297297297297,0.0449854678475655,185,138,33,14,False,True,32
532,239,Why the hell is there a speed bump HERE?,1.3297297297297297,0.0449854678475655,185,138,33,14,True,True,40
532,240,"You know, this is just as uncomfortable for me as it is for you.",1.3297297297297297,0.0408798957677412,185,132,45,8,False,True,64
532,241,Like you've never stepped in a puddle.,1.3297297297297297,0.0456338331070801,185,139,31,15,False,True,38
532,242,It's just water weight,1.3279569892473118,0.0434606663122058,186,137,37,12,False,False,22
532,243,PoloOOOO!,1.326086956521739,0.0394616535602288,184,130,48,6,False,True,9
532,244,"Don't be a dick, Moby.",1.326086956521739,0.0457361004338006,184,139,30,15,False,True,22
532,245,I hope this was helpful in getting you down from the tree?,1.326086956521739,0.0416582728330789,184,133,42,9,True,True,58
532,246,This is 911. Please state your emergency and location.,1.326086956521739,0.0444184400942395,184,137,34,13,False,True,54
532,247,Are you all right? I was texting.,1.326086956521739,0.0444184400942395,184,137,34,13,True,True,33
532,248,You wanna check the oil while you're under there?,1.326086956521739,0.0437447287014444,184,136,36,12,True,True,49
532,249,"Well, for your information, my day's not going so well either.",1.326086956521739,0.0423651770523601,184,134,40,10,False,True,62
532,250,I got your bottle.,1.326086956521739,0.0430604779109614,184,135,38,11,False,True,18
532,251,Hurry up. My husband will resurface any minute.,1.326086956521739,0.045082084597411,184,138,32,14,False,True,47
532,252,Maybe we should try it with you on top.,1.326086956521739,0.0444184400942395,184,137,34,13,False,True,39
532,253,"Day 44: While a prayer is finally answered, I realize I will need to be much more specific in my requests.",1.326086956521739,0.0444184400942395,184,137,34,13,False,True,106
532,254,Crap. Another speed bump.,1.326086956521739,0.045082084597411,184,138,32,14,False,True,25
532,255,"A little higher, no, no. a little to the left . there, there , that's it. ahhhhh.",1.326086956521739,0.045082084597411,184,138,32,14,False,True,81
532,256,A little to the left.....Ahhhh that's the spot.,1.326086956521739,0.0444184400942395,184,137,34,13,False,True,47
532,257,At least I get points for sticking the landing.,1.326086956521739,0.0430604779109614,184,135,38,11,False,True,47
532,258,This island looked much larger on Airbnb.,1.326086956521739,0.0416582728330789,184,133,42,9,False,True,41
532,259,I've been coming here in August for years.,1.326086956521739,0.0416582728330789,184,133,42,9,False,True,42
532,260,I don't see why I have to move out if you are the one with the issue,1.326086956521739,0.045082084597411,184,138,32,14,False,False,68
532,261,I found your note in the bottle.,1.326086956521739,0.0416582728330789,184,133,42,9,False,True,32
532,262,And to think I was worried about a coconut falling on my head.,1.324175824175824,0.0411839927003129,182,131,43,8,False,True,62
532,263,"I just arrived, can you recommend some fun things to do on the Island?",1.324175824175824,0.0453916056348523,182,137,31,14,True,True,70
